Course Code,Title,Subject,Course Number,Credits,School,Campus Locations,Prerequisites,Core Requirements,Section #,Instructors,Status,Comments,Time,Weekdays,Meeting Times
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,C1,CHAN-MALIK,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,C2,"CEVASCO, CARLA",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,D1,DECKER,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,G1,GILLESPIE,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,K1,"KENNEDY, MARIA",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,M1,"MASUR, LOUIS",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,S1,SIFUENTES-JAURE,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,S2,"SWEET, JAMESON",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:286,INDP STUDY AM CULT,050 - American Studies,286,1.5 (1.5 credits),School of Arts and Sciences,N/A,,None,U1,"URBAN, ANDREW",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:303,DECADE IN AMER CULT,050 - American Studies,303,3 (3.0 credits),School of Arts and Sciences,O,,None,90,MCELHINNEY,CLOSED,"Online Course, Go to http://canvas.rutgers.edu, Please contact the department offering this course to confirm technology requirements, Course may require: Webcam, Microphone, Phone Camera or Scanner",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
01:050:306,AM DETCTIV FICT&FILM,050 - American Studies,306,3 (3.0 credits),School of Arts and Sciences,O,,None,90,MCELHINNEY,CLOSED,"Please contact the department offering this course to confirm technology requirements, Go to http://canvas.rutgers.edu, Online Course, Course may require: Webcam, Microphone, Phone Camera or Scanner",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
01:050:310,APPROACH TO AMER STD,050 - American Studies,310,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,WCd: Writing and Communication in a Discipline,01,DECKER,OPEN,,1400-1700,Tuesday,T: 1400-1700 at RAB 105 (LEC)
01:050:316,21ST CENT EXPRESSION,050 - American Studies,316,3 (3.0 credits),School of Arts and Sciences,College Avenue,,"AHp: Arts and Literatures, CCO: Our Common Future",01,"MOOMJY, THOMAS",CLOSED,First-year students welcome,1740-1900,Tuesday,T: 1740-1900 at MU 111 (LEC); H: 1740-1900 at MU 111 (LEC)
01:050:323,AMERICAN HORROR,050 - American Studies,323,3 (3.0 credits),School of Arts and Sciences,O,,None,90,MCELHINNEY,CLOSED,"Course may require: Webcam, Microphone, Phone Camera or Scanner, Please contact the department offering this course to confirm technology requirements, Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
01:050:324,WAYWARD AMERICANS,050 - American Studies,324,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,None,01,ZEMLA,OPEN,First-year students welcome,1740-2040,Monday,M: 1740-2040 at RAB 204 (LEC)
01:050:342,AMERICAN SEXUALTY,050 - American Studies,342,3 (3.0 credits),School of Arts and Sciences,College Avenue,,None,01,SIFUENTES-JAURE,OPEN,,1020-1140,Monday,M: 1020-1140 at SC 204 (LEC); H: 1020-1140 at SC 204 (LEC)
01:050:344,ISLAM IN/AND AMERICA,050 - American Studies,344,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,HST: Historical Analysis,01,CHAN-MALIK,OPEN,First-year students welcome,1550-1710,Monday,M: 1550-1710 at RAB 104 (LEC); W: 1550-1710 at RAB 104 (LEC)
01:050:380,INTRNSP AMER STUDIES,050 - American Studies,380,3 (3.0 credits),School of Arts and Sciences,N/A,,None,01,DECKER,OPEN,,-,N/A,: - at   (INTERNSP)
01:050:389,JUNIOR SEMINAR,050 - American Studies,389,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,"WCd: Writing and Communication in a Discipline, WCr: Writing and Communication, Revision",01,"KENNEDY, MARIA",CLOSED,,1550-1850,Thursday,H: 1550-1850 at RAB 018 (SEM)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,A1,"ISAAC, ALLAN",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,C1,CHAN-MALIK,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,C2,"CEVASCO, CARLA",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,D1,DECKER,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,G1,GILLESPIE,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,K1,"KENNEDY, MARIA",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,M1,"MASUR, LOUIS",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,S1,SIFUENTES-JAURE,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,S2,"SWEET, JAMESON",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:391,INDP STUDY AM CULT,050 - American Studies,391,3 (3.0 credits),School of Arts and Sciences,N/A,,None,U1,"URBAN, ANDREW",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,A1,"ISAAC, ALLAN",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,C1,CHAN-MALIK,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,C2,"CEVASCO, CARLA",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,D1,DECKER,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,G1,GILLESPIE,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,K1,"KENNEDY, MARIA",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,M1,"MASUR, LOUIS",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,S1,SIFUENTES-JAURE,OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,S2,"SWEET, JAMESON",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:491,INDEP ST AMER CLULT,050 - American Studies,491,None (Credits by arrangement),School of Arts and Sciences,N/A,,None,U1,"URBAN, ANDREW",OPEN,,-,N/A,: - at   (PROJ-IND)
01:050:495,HONORS AMER STUDIES,050 - American Studies,495,3 (3.0 credits),School of Arts and Sciences,N/A,,None,01,DECKER,OPEN,,-,N/A,: - at   (SEM)
01:070:101,CULTURE & SOC LIFE,070 - Anthropology,101,3 (3.0 credits),School of Arts and Sciences,College Avenue; Cook/Douglass,,SCL: Social Analysis,02,"CONZO, DANA, PAUL, SREEMOYEE",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1210-1330,Tuesday,T: 1210-1330 at RAB 001 (LEC); H: 1740-1900 at RAB 209B (RECIT)
01:070:101,CULTURE & SOC LIFE,070 - Anthropology,101,3 (3.0 credits),School of Arts and Sciences,College Avenue; Cook/Douglass,,SCL: Social Analysis,03,"PAUL, SREEMOYEE, CONZO, DANA",CLOSED,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Tuesday,T: 1210-1330 at RAB 001 (LEC); W: 1550-1710 at RAB 109B (RECIT)
01:070:101,CULTURE & SOC LIFE,070 - Anthropology,101,3 (3.0 credits),School of Arts and Sciences,College Avenue; Cook/Douglass,,SCL: Social Analysis,04,"MAASSEN, CONZO, DANA",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Tuesday,T: 1210-1330 at RAB 001 (LEC); H: 1020-1140 at RAB 110A (RECIT)
01:070:101,CULTURE & SOC LIFE,070 - Anthropology,101,3 (3.0 credits),School of Arts and Sciences,College Avenue; Cook/Douglass,,SCL: Social Analysis,06,"MAASSEN, CONZO, DANA",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Tuesday,T: 1210-1330 at RAB 001 (LEC); H: 1210-1330 at BIO 302 (RECIT)
01:070:101,CULTURE & SOC LIFE,070 - Anthropology,101,3 (3.0 credits),School of Arts and Sciences,College Avenue; Cook/Douglass,,SCL: Social Analysis,07,"CONZO, DANA, CONZO, DANA",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1210-1330,Tuesday,T: 1210-1330 at RAB 001 (LEC); H: 1400-1520 at ABE 2200 (RECIT)
01:070:102,INTRO TO HUMAN EVOL,070 - Anthropology,102,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"HST: Historical Analysis, NS: Natural Sciences",01,"GANSEMER, JO, CACHEL, SUSAN",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at ARH 100 (LEC); H: 1210-1330 at ARH 100 (LEC); M: 1400-1520 at BIO 302 (LAB)
01:070:102,INTRO TO HUMAN EVOL,070 - Anthropology,102,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"HST: Historical Analysis, NS: Natural Sciences",02,"GANSEMER, JO, CACHEL, SUSAN",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at ARH 100 (LEC); H: 1210-1330 at ARH 100 (LEC); M: 1550-1710 at BIO 302 (LAB)
01:070:102,INTRO TO HUMAN EVOL,070 - Anthropology,102,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"HST: Historical Analysis, NS: Natural Sciences",03,"CACHEL, SUSAN, GANSEMER, JO",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at ARH 100 (LEC); H: 1210-1330 at ARH 100 (LEC); H: 1400-1520 at BIO 302 (LAB)
01:070:105,INTRO TO ARCHAEOLOGY,070 - Anthropology,105,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,HST: Historical Analysis,01,"PAPAVASILIOU, DE JONG, HYLKE",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1400-1520,Monday,M: 1400-1520 at BIO 205 (LEC); W: 1400-1520 at BIO 205 (LEC); M: 1550-1710 at BIO 205 (LAB)
01:070:105,INTRO TO ARCHAEOLOGY,070 - Anthropology,105,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,HST: Historical Analysis,02,"PAPAVASILIOU, DE JONG, HYLKE",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1400-1520,Monday,M: 1400-1520 at BIO 205 (LEC); W: 1400-1520 at BIO 205 (LEC); T: 1020-1140 at BIO 302 (LAB)
01:070:108,"LANG,CULTURE,SOCIETY",070 - Anthropology,108,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,AHq: Nature of Languages,01,"OTI, MAHSUN, CRANE",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at HSB 106 (LEC); W: 1020-1140 at RAB 109B (RECIT)
01:070:108,"LANG,CULTURE,SOCIETY",070 - Anthropology,108,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,AHq: Nature of Languages,03,"OTI, MAHSUN, CRANE",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at HSB 106 (LEC); W: 1550-1710 at RAB 209A (RECIT)
01:070:108,"LANG,CULTURE,SOCIETY",070 - Anthropology,108,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,AHq: Nature of Languages,04,"CRANE, CRANE",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at HSB 106 (LEC); W: 1550-1710 at RAB 110A (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",01,"SCOTT, ROBERT, HUGHES, DAVID",CLOSED,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); M: 1740-1900 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",02,"HUGHES, DAVID, SCOTT, ROBERT",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); T: 1020-1140 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",03,"SCOTT, ROBERT, HUGHES, DAVID",CLOSED,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); T: 1210-1330 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",04,"HUGHES, DAVID, SCOTT, ROBERT",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); W: 1020-1140 at RAB 110B (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",05,"SCOTT, ROBERT, HUGHES, DAVID",CLOSED,"First-year students welcome, Go to http://canvas.rutgers.edu",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); W: 1400-1520 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",06,"HUGHES, DAVID, SCOTT, ROBERT",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); H: 1020-1140 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",07,"HUGHES, DAVID, SCOTT, ROBERT",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); F: 1210-1330 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",08,"SCOTT, ROBERT, HUGHES, DAVID",CLOSED,"First-year students welcome, Go to http://canvas.rutgers.edu",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); H: 1210-1330 at RAB 003 (RECIT)
01:070:111,EXTINCTION,070 - Anthropology,111,4 (4.0 credits),School of Arts and Sciences,Cook/Douglass,,"CCD: Diversities and Social Inequalities, CCO: Our Common Future, NS: Natural Sciences",09,"SCOTT, ROBERT, HUGHES, DAVID",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1550-1710,Monday,M: 1550-1710 at RAB 001 (LEC); W: 1550-1710 at RAB 001 (LEC); F: 1020-1140 at RAB 003 (RECIT)
01:070:112,WORLD PREHISTORY,070 - Anthropology,112,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,HST: Historical Analysis,01,"DE JONG, HYLKE",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at BIO 206 (LEC); H: 1210-1330 at BIO 206 (LEC)
01:070:112,WORLD PREHISTORY,070 - Anthropology,112,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,HST: Historical Analysis,02,PAPAVASILIOU,CLOSED,"Go to http://canvas.rutgers.edu, First-year students welcome",1400-1520,Tuesday,T: 1400-1520 at BIO 205 (LEC); H: 1400-1520 at BIO 205 (LEC)
01:070:161,ANTHRO OF ROBOTS,070 - Anthropology,161,1.5 (1.5 credits),School of Arts and Sciences,O,,None,M1,"RAU, PILAR",CLOSED,"First 7 weeks, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
01:070:161,ANTHRO OF ROBOTS,070 - Anthropology,161,1.5 (1.5 credits),School of Arts and Sciences,O,,None,MA,"RAU, PILAR",CLOSED,"Go to http://canvas.rutgers.edu, Second 7 weeks",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
01:070:161,ANTHRO OF ROBOTS,070 - Anthropology,161,1.5 (1.5 credits),School of Arts and Sciences,O,,None,MB,"RAU, PILAR",CLOSED,"Second 7 weeks, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
01:070:163,ISLAND ARCHY,070 - Anthropology,163,1.5 (1.5 credits),School of Arts and Sciences,Cook/Douglass,,None,MA,"DE JONG, HYLKE",CLOSED,"Go to http://canvas.rutgers.edu, Second 7 weeks",1400-1700,Thursday,H: 1400-1700 at RAB 110A (LEC)
01:070:164,ARCHAEOLOGY MURDER,070 - Anthropology,164,1.5 (1.5 credits),School of Arts and Sciences,Cook/Douglass,,None,M1,"SCHRIRE, CARMEL",OPEN,First 7 weeks,1400-1700,Tuesday,T: 1400-1700 at BIO 206 (LEC)
01:070:164,ARCHAEOLOGY MURDER,070 - Anthropology,164,1.5 (1.5 credits),School of Arts and Sciences,Cook/Douglass,,None,MA,"SCHRIRE, CARMEL",CLOSED,"Second 7 weeks, Second 7 weeks, Go to http://canvas.rutgers.edu",1400-1700,Tuesday,T: 1400-1700 at BIO 206 (LEC)
01:070:201,EVOL & HUMAN BEHAV,070 - Anthropology,201,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,NS: Natural Sciences,01,"CRONK, LEE",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at RAB 001 (LEC); H: 1210-1330 at RAB 001 (LEC)
01:070:203,CLIMATE DIS RECON,070 - Anthropology,203,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,CCO: Our Common Future,01,TOMPKINS,CLOSED,"First-year students welcome, Go to http://canvas.rutgers.edu",1400-1520,Monday,M: 1400-1520 at RAB 104 (LEC); W: 1400-1520 at RAB 104 (LEC)
01:070:212,THE LIFE OF PRIMATES,070 - Anthropology,212,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,NS: Natural Sciences,01,"PALOMBIT, RYNE",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1020-1140,Monday,M: 1020-1140 at ARH 100 (LEC); H: 1020-1140 at ARH 100 (LEC)
01:070:213,ENVIRN & HUM EVOL,070 - Anthropology,213,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,None,01,"FEIBEL, CRAIG",OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1740-1900,Monday,M: 1740-1900 at BIO 206 (LEC); W: 1740-1900 at BIO 206 (LEC)
01:070:220,POL FOOD SEX,070 - Anthropology,220,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,CCD: Diversities and Social Inequalities,01,GHASSEM-FACHAND,OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1210-1330,Monday,M: 1210-1330 at BIO 205 (LEC); H: 1210-1330 at BIO 205 (LEC)
01:070:225,GENDER GLOBAL PERSPC,070 - Anthropology,225,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,CCD: Diversities and Social Inequalities,02,CRANE,OPEN,"Go to http://canvas.rutgers.edu, First-year students welcome",1400-1520,Monday,M: 1400-1520 at FOR 138B (LEC); W: 1400-1520 at FOR 138B (LEC)
01:070:242,ANTHRO OF MID EAST,070 - Anthropology,242,3 (3.0 credits),School of Arts and Sciences,Cook/Douglass,,CCD: Diversities and Social Inequalities,01,"DRURY, MARK",OPEN,"First-year students welcome, Go to http://canvas.rutgers.edu",1400-1700,Wednesday,W: 1400-1700 at RAB 204 (LEC)
